observation_id,condition,task_id,category,font_id,font_size_px,patches,estimated_image_tokens,image_sha256,image_path,model,attempts,thread_id,latency_ms,returncode,infrastructure_failure,passed,score,response,expected_json,usage_json,text_input_tokens,instruction_sha256,payload_sha256,prompt_template_sha256,completed_at
reading_011:fira-sans:8px:7155a4e3f689,image,reading_011,reading_fact,fira-sans,8,35,42.0,7155a4e3f689eb9689560ac044baad6af0d73ba9f538e16667a0d4b17123a1dc,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_011.png,gpt-5.6-luna,1,01a07266-9b0f-7a92-bcbd-a13a0d22154d,4753,0,,True,1.0,teal,"""teal""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12961, ""output_tokens"": 80, ""reasoning_output_tokens"": 72}",,5fb1392a947bddfb6d966e348422e4909b36f5519bbba045a3ca7014162ce6d3,cf8c58576dd796e519321a674e2a3d5310266fda3837625d8a2829310a147e5f,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:28:46.557153+00:00
reading_012:fira-sans:8px:3338dcfb4684,image,reading_012,reading_date,fira-sans,8,35,42.0,3338dcfb4684f67e6aa59b7a404f058580772704976f89cb453f7f6c2ceab116,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_012.png,gpt-5.6-luna,1,01a07266-a44d-7f91-ae1d-56d5a5fdde05,4821,0,,True,1.0,April 7,"""April 7""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12959, ""output_tokens"": 58, ""reasoning_output_tokens"": 49}",,f6dad4bfd185d329ce817617183fc1c1ffef67dfa65254ddd43e6d6b0b8d3f38,7b0a9e98de20ba4c9bc2df57b5de6d1d58b1c6d62eb92032bfc9b0f3a0c6f3f2,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:28:49.032594+00:00
reading_013:fira-sans:8px:ddb5c9ba94a4,image,reading_013,reading_quantity,fira-sans,8,35,42.0,ddb5c9ba94a44c7be38707174aa965bae30013dfac8dccdc286ee408007ebfd8,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_013.png,gpt-5.6-luna,1,01a07266-ad98-7503-b006-86301bdfc512,5100,0,,True,1.0,84,"""84""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12966, ""output_tokens"": 61, ""reasoning_output_tokens"": 54}",,3e3eca01ac876fd6e08855e0c82bac91ff23e76a77e80282dce5e88dbdc41177,89b79b6131ce5f5b38984d83a05d5d982c52d4b3a2ae5a32d44fa1f8e4bd0109,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:28:51.658000+00:00
reading_014:fira-sans:8px:12144c354b21,image,reading_014,reading_cause,fira-sans,8,35,42.0,12144c354b21c389a63a3d8f8410529fa285279904b34a98e4cba03eeb1e20ee,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_014.png,gpt-5.6-luna,1,01a07266-af3c-79c1-affa-d5ba9be1cb29,27317,0,,False,0.0,Because of a delay with the outdoor work.,"""heavy rain delayed the outdoor work""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 34048, ""input_tokens"": 39774, ""output_tokens"": 950, ""reasoning_output_tokens"": 777}",,3b4e783b87f37b2a73334e2a05d44810e447a98a8b2a4836886aa6a43a04d6fd,209b6479039f944664134086eaa2e763c73f50f91fb856c2651d35adbaee7493,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:14.238658+00:00
reading_015:fira-sans:8px:7f645a17fe04,image,reading_015,reading_location,fira-sans,8,36,43.199999999999996,7f645a17fe04cd3fddd9e569aeddfb5ae6c1511b725ca5662f55425cb5504042,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_015.png,gpt-5.6-luna,1,01a07266-b38b-73b0-a13e-2b845315cdd7,14575,0,,False,0.0,The west depot,"""west depot""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 17920, ""input_tokens"": 26173, ""output_tokens"": 414, ""reasoning_output_tokens"": 343}",,e8bb532769e7792baf847206eeb18461c3ff889cd95981703f2a8990b409a779,db14de2228113b48c66328a4d050c4d6484676b84cdc319f375747fc7b804972,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:02.661224+00:00
reading_016:fira-sans:8px:66438b9e5fc1,image,reading_016,reading_fact,fira-sans,8,35,42.0,66438b9e5fc1d0255ea5e698392937d3524de6c59c3477f0242bbd9f66a4dc7c,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_016.png,gpt-5.6-luna,1,01a07266-b74b-75b3-b342-dd65ab65a33d,5587,0,,True,1.0,teal,"""teal""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12963, ""output_tokens"": 51, ""reasoning_output_tokens"": 43}",,7c857ad0e2ee499aa6466b5aa3855c0ba45cdb03073118f00f02ecee2ff4f7b8,1a0bc0e9a7ae59409d5f5c5b14f7c144fc0a0a3d23da8982559bbaa091db1b22,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:28:54.620266+00:00
reading_017:fira-sans:8px:5261429b0caf,image,reading_017,reading_date,fira-sans,8,35,42.0,5261429b0caf58a6ec816b56093c4b39c92ba57c864fe2a78ad481153b2f3c9e,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_017.png,gpt-5.6-luna,1,01a07266-c159-71a0-9124-de1553dfd255,5375,0,,True,1.0,March 17,"""March 17""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12963, ""output_tokens"": 45, ""reasoning_output_tokens"": 36}",,e3c3a23fb9298f0efdbd675830f9dcba735774d639ef1bb41e608fcf7678c98e,3f266736972900d7e487c8eaeb6fd62bbc0a850e7baf60e06ad9b4d3a3d729d8,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:28:57.034373+00:00
reading_018:fira-sans:8px:327659e9ae35,image,reading_018,reading_quantity,fira-sans,8,35,42.0,327659e9ae359c539d557b3173d1eda698dc5e28291d4e08ccc9c84430765dcb,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_018.png,gpt-5.6-luna,1,01a07266-cd46-7370-b378-ac4d251aeece,4801,0,,True,1.0,94,"""94""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12966, ""output_tokens"": 102, ""reasoning_output_tokens"": 95}",,c3b56d906e420b68a46ecfaffcbf972338e43dfbd4fa372947909c890aa2b8b5,459f2477aaebead69cddefc09d5054e3b1d58760953b7f633965328aa80d9c39,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:28:59.423273+00:00
reading_019:fira-sans:8px:410bb5376b3d,image,reading_019,reading_cause,fira-sans,8,39,46.8,410bb5376b3d6d4006d13b39e2ace6263864ddfea2a64fe18a064bec58c7aaa2,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_019.png,gpt-5.6-luna,1,01a07266-d654-72f0-bf04-37b90b1a7a87,4207,0,,False,0.0,Because the network window was extended.,"""the network maintenance window was extended""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12966, ""output_tokens"": 67, ""reasoning_output_tokens"": 54}",,1bb7ecd8420670b07a27ecca33d790cb0c6be6f104122822e480a9a05e47b432,2e18f48d133dc05765315dc14df6fe4e61ef372e7b1f0841c88bd173347fe317,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:01.242944+00:00
reading_020:fira-sans:8px:516fbf61038b,image,reading_020,reading_location,fira-sans,8,35,42.0,516fbf61038bec81ec0b3fb7914f9d52befd6b4f86310dc043f4b85bf2ae3e74,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_020.png,gpt-5.6-luna,1,01a07266-dfa4-7333-852b-11adb3c002af,6734,0,,False,0.0,The temporary staging areas mentioned in older notes,"""east annex""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12962, ""output_tokens"": 67, ""reasoning_output_tokens"": 53}",,ba6edd399fc3fc831c033a51ac3ee03c638a2cda019a757b35224a39d8160874,80a8cf806366598095050e7ae9e0ecc19ef31a76616d286dda17f71a78a7b1a9,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:06.157837+00:00
reading_021:fira-sans:8px:b0a337c6eb5b,image,reading_021,reading_fact,fira-sans,8,35,42.0,b0a337c6eb5b65e920553df13ed8463d2120c96c985744b7b03e6bed9a9c65ef,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_021.png,gpt-5.6-luna,1,01a07266-e6ff-7020-a167-51c5cec1e979,5710,0,,True,1.0,Bronze,"""bronze""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12961, ""output_tokens"": 38, ""reasoning_output_tokens"": 30}",,d0174ee9911ebc6be636d40cecadfcc2d836d417f103a026d8f4e9f7ab5f51b4,c22ddf0b74d24e265de53a804d1fc63bd59ec247aaa9052dcda2dca1bd73d5d1,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:06.953860+00:00
reading_022:fira-sans:8px:89274fdbdd9a,image,reading_022,reading_date,fira-sans,8,35,42.0,89274fdbdd9aa08cd88cae9ece449db2c157a310f023b421ffef66774c80473a,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_022.png,gpt-5.6-luna,1,01a07266-ec66-75d0-b807-4f27e71a2bda,10097,0,,True,1.0,December 11,"""December 11""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 20992, ""input_tokens"": 26089, ""output_tokens"": 210, ""reasoning_output_tokens"": 139}",,513d638cf83baf7ee553109715dea54c705e7a32eacbf332605afde31dd9586e,09539c98c2187da74495353e3462b05e9a5a76366159ad8a9e8cc34cdfe6a999,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:12.759609+00:00
reading_023:fira-sans:8px:12b962b075ff,image,reading_023,reading_quantity,fira-sans,8,36,43.199999999999996,12b962b075ff98cb8e6c6e0feef8e74da934b1fb058121e4e4f588ba139bebf3,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_023.png,gpt-5.6-luna,1,01a07266-f9ff-7252-8f61-26b72674c129,7678,0,,True,1.0,50,"""50""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12963, ""output_tokens"": 214, ""reasoning_output_tokens"": 207}",,8415e3182ff8cd11ff8a02b314a7a48dd1583f714dbbb8e26fc26de80ceff5d7,58908e49ac054011121aa0642075e6361bb381dbb6e21921f99c1eebcd1a9043,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:13.837073+00:00
reading_024:fira-sans:8px:84b4ae47e135,image,reading_024,reading_cause,fira-sans,8,35,42.0,84b4ae47e135acfac27264e9ec6be134807057c522730c5ff85461bf3fd888e6,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_024.png,gpt-5.6-luna,1,01a07266-fd35-7991-9af4-2ca47ca82544,5448,0,,False,0.0,Because a temperature sensor failed.,"""the temperature sensor failed""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12963, ""output_tokens"": 87, ""reasoning_output_tokens"": 75}",,62e09dfe6c4b48e92e66debb678dbd7b10267b6e4b86dbbb928377a2aae75cc4,ca7fa11ef2caa555150255be40340311ceecff4b67cbb45de4c1314294fb57fe,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:12.403757+00:00
reading_025:fira-sans:8px:12bd53e778e0,image,reading_025,reading_location,fira-sans,8,35,42.0,12bd53e778e0b832156348481660d43fe71525128d06d9449750e35546c452d5,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_025.png,gpt-5.6-luna,1,01a07267-127a-7ed2-91c3-bd13d0a24a80,4747,0,,False,0.0,The west depot.,"""west depot""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12960, ""output_tokens"": 65, ""reasoning_output_tokens"": 55}",,841b19d7929bf71f158c8152d7b6716d33ada6b480185efa6d17539eec3ab0b2,8b88ef882d0cb387b92a98817a97e63a53345c5c0a5f8cff17daa8266780ba91,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:17.151936+00:00
reading_026:fira-sans:8px:e81878288ccb,image,reading_026,reading_fact,fira-sans,8,35,42.0,e81878288ccb9c0bc1405d79e7a0519ea6a8d9cd18353f2e49d49a47da4df39a,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_026.png,gpt-5.6-luna,1,01a07267-146a-7be2-b3b9-4634c9a66d43,9262,0,,True,1.0,ochre,"""ochre""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26114, ""output_tokens"": 165, ""reasoning_output_tokens"": 95}",,b9a8d258ec6b3dd7b30a4e3f6ef6cfb2006df5a4263be9aa8151de895e50b69b,50591895b62dcd62813a18d6bc2f7aa14d56673eb0d24b7830a0fd1ed7379228,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:22.022985+00:00
reading_027:fira-sans:8px:aaf542df2494,image,reading_027,reading_date,fira-sans,8,32,38.4,aaf542df24943f30c6b8f692e351f5884c3861b22d1ac49eb1be7909d6747ea4,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_027.png,gpt-5.6-luna,1,01a07267-1847-7ff3-bb85-4c3856b42dcd,9836,0,,True,1.0,October 9,"""October 9""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26082, ""output_tokens"": 151, ""reasoning_output_tokens"": 80}",,38dde077e2b8cd8b145369a95939f847f4909587dbfd7c5370eef4b5214f592a,9ab805ba58c6d245559d40ee96acb2154d5002d32258ff5a7ef7aa59978261de,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:23.675033+00:00
reading_028:fira-sans:8px:497c4f429994,image,reading_028,reading_quantity,fira-sans,8,35,42.0,497c4f42999466292ad451564922d80fb269617df5375bf6af494b32f806d820,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_028.png,gpt-5.6-luna,1,01a07267-1aa7-7572-a9c0-58112b0054f4,4335,0,,False,0.0,20 packages,"""26""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 12032, ""input_tokens"": 12963, ""output_tokens"": 58, ""reasoning_output_tokens"": 50}",,fa67102ff85af8be6fc068b189f4fefa46e602023133555e9d4904f767f695c6,a62a2ad744cec337f2711fcb778f2c89f6626a0dc3da25ee0a34bd4f19aab1f6,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:18.574502+00:00
reading_029:fira-sans:8px:bb86d7ed682b,image,reading_029,reading_cause,fira-sans,8,39,46.8,bb86d7ed682bce2875e9d2755b6486a188864ded90c87757803a7c147e9d7758,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_029.png,gpt-5.6-luna,1,01a07267-24dc-7dd3-972d-e9ced35c1697,16897,0,,False,0.0,Because the release had not arrived.,"""the replacement key had not arrived""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 20992, ""input_tokens"": 26157, ""output_tokens"": 415, ""reasoning_output_tokens"": 340}",,4c066cf1495e1c585831f770e70464042dc7ddc0b18a97f7b4d92371af1bd77a,31e7adb0318f17f99a9814d1bb5fdb5eb50ae94ab18c99058f4cbc51b014f50c,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:34.050003+00:00
reading_030:fira-sans:8px:cc4fbe290f88,image,reading_030,reading_location,fira-sans,8,36,43.199999999999996,cc4fbe290f88888499d9b8f7a854f79865fac8d4ade2214e9c062b9ba1699a58,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_030.png,gpt-5.6-luna,1,01a07267-2a79-78b3-8db9-f6dc14f23a31,14098,0,,False,0.0,the central office,"""central office""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 24064, ""input_tokens"": 26093, ""output_tokens"": 278, ""reasoning_output_tokens"": 207}",,662dc780acc87062ac2c5364b5fdc644d68e135d1f09c3439cf77f5de26cc83a,580eb7ed814e463d1b1b04729ba6fc8936fa341570a21c2d0555de02009196bc,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:32.673117+00:00
reading_031:fira-sans:8px:c4f29df7c48d,image,reading_031,reading_fact,fira-sans,8,35,42.0,c4f29df7c48d66d6c7da314d7b3218cdc54608efd84a87157eb67805d5cad092,/home/ubuntu/Projects/visual-context-efficiency/rendered/reading-200/fira-sans/8px/reading_031.png,gpt-5.6-luna,1,01a07267-37fc-79d3-9f23-73dd9dcec838,5885,0,,True,1.0,scarlet,"""scarlet""","{""cache_write_input_tokens"": 0, ""cached_input_tokens"": 8960, ""input_tokens"": 12961, ""output_tokens"": 62, ""reasoning_output_tokens"": 54}",,73d9ceb80e0adb5465eb4964cf2b57840f321f193db1c1fdffacf239d073acd9,f1f31a5658626f3bf8d7a55b6743737f3181cc4e6af7b31596a7da7897e6f373,d48ec730df5530e32f1eb5b52f259af4935db4e3c42c00ff395c2b17239c9af1,2026-09-05T16:29:27.909585+00:00
